Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru
Chrislain Matsima,FRA,DF,23.0,Augsburg,GER-Bundesliga,1489,16.54,1,1,0.06,0.06,1,4,11,30,5,0,0.0,0.0,0.0,90,40,34.0,33.84
Christ Inao Oulaï,CIV,MF,19.0,Trabzonspor,TUR-Super Lig,2067,22.97,2,4,0.09,0.17,7,26,27,22,9,0,0.0,0.0,0.0,90,90,34.0,81.24
Christ Sadia,CIV,MF,18.0,Eyüpspor,TUR-Super Lig,14,0.16,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.06
Christ-Owen Kouassi,FRA,DF,22.0,Lecce,ITA-Serie A,228,2.53,0,0,0.0,0.0,0,2,6,1,0,0,0.0,0.0,0.0,90,40,48.28,28.63
Christantus Uche,NGA,FW,22.0,Getafe,ENG-Premier League,443,4.92,1,1,0.2,0.2,3,7,3,0,1,0,0.0,0.0,0.0,100,40,38.0,29.55
Christian Conteh,GER,"MF,FW",25.0,Heidenheim,GER-Bundesliga,404,4.49,0,0,0.0,0.0,0,10,1,1,0,0,0.0,0.0,0.0,90,40,34.0,29.58
Christian Eriksen,DEN,MF,33.0,Wolfsburg,GER-Bundesliga,2410,26.78,3,9,0.11,0.34,14,131,20,18,4,0,0.0,0.0,0.0,90,40,34.0,37.45
Christian Frangella,ITA,MF,18.0,Sassuolo,ITA-Serie A,3,0.03,0,0,0.0,0.0,0,1,0,1,0,0,0.0,0.0,0.0,90,40,48.28,28.01
Christian Günter,GER,DF,32.0,Freiburg,GER-Bundesliga,1547,17.19,0,3,0.0,0.17,0,73,12,10,3,0,0.0,0.0,0.0,90,40,34.0,34.07
Christian Kabasele,BEL,DF,34.0,Udinese,ITA-Serie A,2247,24.97,3,0,0.12,0.0,6,0,13,33,5,1,0.0,0.0,0.0,90,40,48.28,34.21
Christian Kofane,CMR,FW,19.0,Leverkusen,GER-Bundesliga,1239,13.77,5,4,0.36,0.29,19,0,7,2,3,0,0.0,0.0,0.0,90,85,34.0,69.83
Christian Kouamé,CIV,"FW,MF",27.0,Fiorentina,ITA-Serie A,27,0.3,0,0,0.0,0.0,0,2,1,1,0,0,0.0,0.0,0.0,90,40,48.28,28.07
Christian Mawissa,FRA,"DF,MF",20.0,Monaco,FRA-Ligue 1,1191,13.23,0,0,0.0,0.0,1,5,25,15,4,0,0.0,0.0,0.0,85,70,34.0,57.17
Christian Nørgaard,DEN,MF,31.0,Arsenal,ENG-Premier League,106,1.18,0,0,0.0,0.0,1,1,2,1,0,0,0.0,0.0,0.0,100,95,38.0,67.39
Christian Ordoñez,ARG,MF,21.0,Parma,ITA-Serie A,1091,12.12,1,0,0.08,0.0,2,12,13,9,5,1,0.0,0.0,0.0,90,40,48.28,31.01
Christian Pulisic,USA,FW,26.0,Milan,ITA-Serie A,1609,17.88,8,4,0.45,0.22,25,37,8,3,0,0,0.0,0.0,0.0,90,80,48.28,64.89
Christoph Baumgartner,AUT,MF,25.0,RB Leipzig,GER-Bundesliga,2780,30.89,13,8,0.42,0.26,35,6,40,22,10,0,0.0,0.0,0.0,90,90,34.0,87.53
Christopher Lungoyi,SUI,"MF,FW",25.0,Gaziantep,TUR-Super Lig,1796,19.96,3,2,0.15,0.1,17,18,15,5,7,0,0.0,0.0,0.0,90,40,34.0,35.04
Christopher Nkunku,FRA,FW,27.0,Milan,ITA-Serie A,1356,15.07,7,3,0.46,0.2,16,17,2,2,0,0,0.0,0.0,0.0,90,80,48.28,63.49
Christopher Opéri,CIV,DF,28.0,Başakşehir,TUR-Super Lig,1821,20.23,0,4,0.0,0.2,2,66,17,22,3,0,0.0,0.0,0.0,90,75,34.0,65.89
Christopher Trimmel,AUT,"MF,DF",38.0,Union Berlin,GER-Bundesliga,1861,20.68,0,3,0.0,0.15,1,177,24,10,8,0,0.0,0.0,0.0,90,40,34.0,35.3
Christopher Wooh,CMR,DF,23.0,Rennes,FRA-Ligue 1,64,0.71,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,85,40,34.0,28.25
Ché Adams,SCO,FW,29.0,Torino,ITA-Serie A,1893,21.03,6,2,0.29,0.1,18,14,9,1,0,0,0.0,0.0,0.0,90,40,48.28,33.23
Cihan Çanak,TUR,MF,20.0,Gençlerbirliği,TUR-Super Lig,485,5.39,0,0,0.0,0.0,1,11,4,4,0,0,0.0,0.0,0.0,90,40,34.0,29.9
Cihat Çelik,NED,MF,29.0,Kocaelispor,TUR-Super Lig,13,0.14,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.05
Ciro Immobile,ITA,FW,35.0,Paris FC,ITA-Serie A,898,9.98,2,2,0.2,0.2,5,6,0,1,3,0,0.0,0.0,0.0,90,40,48.28,30.48
Claudio Echeverri,ARG,"FW,MF",19.0,Girona,ESP-La Liga,758,8.42,1,1,0.12,0.12,7,21,7,2,4,0,0.0,0.0,0.0,95,75,38.0,57.49
Clemens Riedel,GER,DF,22.0,Espanyol,ESP-La Liga,1396,15.51,0,1,0.0,0.06,1,3,14,11,5,0,0.0,0.0,0.0,95,40,38.0,32.9
Clinton Mata,ANG,DF,32.0,Lyon,FRA-Ligue 1,2833,31.48,0,0,0.0,0.0,0,20,21,26,5,0,0.0,0.0,0.0,85,70,34.0,68.44
Cláudio Winck,BRA,DF,31.0,Kasımpaşa,TUR-Super Lig,2300,25.56,3,1,0.12,0.04,8,66,37,22,6,0,0.0,0.0,0.0,90,40,34.0,37.02
Clément Akpa,CIV,DF,23.0,Auxerre,FRA-Ligue 1,1944,21.6,0,0,0.0,0.0,0,30,19,23,4,1,0.0,0.0,0.0,85,40,34.0,35.62
Clément Lenglet,FRA,DF,30.0,Atlético Madrid,ESP-La Liga,1391,15.46,0,1,0.0,0.06,0,2,10,20,6,1,0.0,0.0,0.0,95,92,38.0,75.63
Cléo Melieres,FRA,FW,20.0,Metz,FRA-Ligue 1,31,0.34,0,0,0.0,0.0,0,3,0,0,1,0,0.0,0.0,0.0,85,40,34.0,28.12
Coba da Costa,ESP,MF,23.0,Getafe,ESP-La Liga,348,3.87,0,0,0.0,0.0,1,23,6,0,1,0,0.0,0.0,0.0,95,40,38.0,29.22
Cody Gakpo,NED,"MF,FW",26.0,Liverpool,ENG-Premier League,2737,30.41,7,5,0.23,0.16,21,86,15,12,3,0,0.0,0.0,0.0,100,95,38.0,89.31
Cole Campbell,USA,FW,19.0,Hoffenheim,GER-Bundesliga,96,1.07,0,0,0.0,0.0,0,5,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.38
Cole Palmer,ENG,MF,23.0,Chelsea,ENG-Premier League,1955,21.72,10,1,0.46,0.05,25,35,12,13,5,0,0.0,0.0,0.0,100,80,38.0,69.72
Connor Metcalfe,AUS,"MF,FW",25.0,St Pauli,GER-Bundesliga,592,6.58,0,2,0.0,0.3,4,24,9,6,2,0,0.0,0.0,0.0,90,40,34.0,30.32
Conor Bradley,NIR,DF,22.0,Liverpool,ENG-Premier League,929,10.32,0,1,0.0,0.1,0,23,15,12,5,0,0.0,0.0,0.0,100,95,38.0,74.24
Conor Gallagher,ENG,MF,25.0,Tottenham,ENG-Premier League,1863,20.7,3,1,0.14,0.05,9,34,26,29,4,0,0.0,0.0,0.0,100,80,38.0,69.07
Conrad Harder,DEN,FW,20.0,RB Leipzig,GER-Bundesliga,932,10.36,3,3,0.29,0.29,13,13,6,7,3,0,0.0,0.0,0.0,90,90,34.0,71.23
Copete,ESP,DF,25.0,Valencia,ESP-La Liga,1759,19.54,0,0,0.0,0.0,0,4,15,25,5,0,0.0,0.0,0.0,95,40,38.0,34.17
Corentin Tolisso,FRA,MF,30.0,Lyon,FRA-Ligue 1,2302,25.58,11,4,0.43,0.16,27,49,18,17,4,0,0.0,0.0,0.0,85,70,34.0,64.8
Corrie Ndaba,IRL,DF,25.0,Lecce,ITA-Serie A,543,6.03,0,0,0.0,0.0,0,4,4,3,0,0,0.0,0.0,0.0,90,40,48.28,29.5
Crespo,POR,MF,28.0,Başakşehir,TUR-Super Lig,1100,12.22,0,5,0.0,0.41,3,14,11,9,3,0,0.0,0.0,0.0,90,75,34.0,60.59
Cristhian Mosquera,ESP,DF,21.0,Arsenal,ENG-Premier League,994,11.04,0,0,0.0,0.0,0,3,21,8,4,0,0.0,0.0,0.0,100,95,38.0,74.78
Cristhian Stuani,URU,FW,38.0,Girona,ESP-La Liga,412,4.58,5,0,1.09,0.0,12,0,4,1,4,0,0.0,0.0,0.0,95,75,38.0,55.21
Cristian Cásseres Jr.,VEN,MF,25.0,Toulouse,FRA-Ligue 1,2495,27.72,2,3,0.07,0.11,6,98,42,37,6,0,0.0,0.0,0.0,85,40,34.0,37.78
Cristian Romero,ARG,DF,27.0,Tottenham,ENG-Premier League,1868,20.76,4,1,0.19,0.05,6,1,30,31,11,2,0.0,0.0,0.0,100,80,38.0,69.11
Cristian Volpato,AUS,FW,21.0,Sassuolo,ITA-Serie A,1064,11.82,2,4,0.17,0.34,7,49,11,6,4,0,0.0,0.0,0.0,90,40,48.28,30.94
Cristiano Biraghi,ITA,"MF,DF",32.0,Torino,ITA-Serie A,517,5.74,0,0,0.0,0.0,0,45,7,3,0,0,0.0,0.0,0.0,90,40,48.28,29.43
Crysencio Summerville,NED,"MF,FW",23.0,West Ham,ENG-Premier League,2470,27.44,5,2,0.18,0.07,15,59,26,15,6,0,0.0,0.0,0.0,100,40,38.0,36.67
Cucho,COL,FW,26.0,Real Betis,ESP-La Liga,2580,28.67,11,3,0.38,0.1,27,23,16,11,5,0,0.0,0.0,0.0,95,40,38.0,37.05
Curtis Jones,ENG,"MF,DF",24.0,Liverpool,ENG-Premier League,1937,21.52,1,2,0.05,0.09,7,16,23,18,2,0,0.0,0.0,0.0,100,95,38.0,82.64
Cyriaque Irié,BFA,MF,20.0,Freiburg,GER-Bundesliga,347,3.86,0,0,0.0,0.0,2,3,6,3,3,0,0.0,0.0,0.0,90,40,34.0,29.36
Cyril Ngonge,BEL,MF,25.0,Torino,ESP-La Liga,1418,15.76,1,3,0.06,0.19,16,45,7,6,6,0,0.0,0.0,0.0,95,40,38.0,32.98
Cédric Bakambu,COD,FW,34.0,Real Betis,ESP-La Liga,569,6.32,3,1,0.47,0.16,9,2,2,2,1,0,0.0,0.0,0.0,95,40,38.0,30.0
César Azpilicueta,ESP,DF,35.0,Sevilla,ESP-La Liga,1213,13.48,0,1,0.0,0.07,0,12,19,22,4,0,0.0,0.0,0.0,95,40,38.0,32.26
César Palacios,ESP,MF,20.0,Real Madrid,ESP-La Liga,86,0.96,0,0,0.0,0.0,0,1,2,3,0,0,0.0,0.0,0.0,95,100,38.0,70.76
César Tárrega,ESP,DF,23.0,Valencia,ESP-La Liga,2598,28.87,0,0,0.0,0.0,1,1,24,24,7,0,0.0,0.0,0.0,95,40,38.0,37.12
Dachi Lordkipanidze,GEO,MF,20.0,Cremonese,ITA-Serie A,29,0.32,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.08
Daichi Kamada,JPN,MF,28.0,Crystal Palace,ENG-Premier League,1902,21.13,0,0,0.0,0.0,4,42,35,14,3,0,0.0,0.0,0.0,100,70,38.0,60.68
Dal Varesanovic,BIH,MF,24.0,Gençlerbirliği,TUR-Super Lig,342,3.8,1,0,0.26,0.0,1,3,4,2,0,0,0.0,0.0,0.0,90,40,34.0,29.34
Daley Blind,NED,DF,35.0,Girona,ESP-La Liga,2606,28.96,0,0,0.0,0.0,1,13,34,38,1,0,0.0,0.0,0.0,95,75,38.0,69.65
Damion Downs,USA,FW,21.0,Hamburger SV,GER-Bundesliga,536,5.96,0,0,0.0,0.0,4,0,2,0,0,0,0.0,0.0,0.0,90,40,34.0,30.1
Damián,ESP,MF,22.0,Getafe,ESP-La Liga,151,1.68,0,0,0.0,0.0,0,0,4,3,0,0,0.0,0.0,0.0,95,40,38.0,28.53
Damián Pizarro,CHI,FW,20.0,Le Havre,FRA-Ligue 1,28,0.31,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,40,34.0,28.11
Damián Rodríguez,ESP,MF,22.0,Celta Vigo,ESP-La Liga,150,1.67,0,0,0.0,0.0,0,3,0,1,1,0,0.0,0.0,0.0,95,40,38.0,28.53
Dan Agyei,GHA,"MF,FW",28.0,Kocaelispor,TUR-Super Lig,2122,23.58,5,0,0.21,0.0,17,65,3,4,1,0,0.0,0.0,0.0,90,40,34.0,36.32
Dan Burn,ENG,DF,33.0,Newcastle,ENG-Premier League,2199,24.43,1,2,0.04,0.08,3,14,26,20,11,1,0.0,0.0,0.0,100,75,38.0,66.97
Dan Ndoye,SUI,MF,24.0,Nottingham,ENG-Premier League,1173,13.03,1,1,0.08,0.08,4,41,11,10,1,0,0.0,0.0,0.0,100,40,38.0,32.11
Dan Neil,ENG,MF,23.0,Sunderland,ENG-Premier League,14,0.16,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,100,40,38.0,28.05
Dan Sinaté,FRA,DF,19.0,Angers,FRA-Ligue 1,33,0.37,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,85,40,34.0,28.13
Dan-Axel Zagadou,FRA,DF,26.0,Stuttgart,GER-Bundesliga,209,2.32,0,0,0.0,0.0,1,0,4,5,0,0,0.0,0.0,0.0,90,75,34.0,54.04
Dane Scarlett,ENG,FW,21.0,Tottenham,ENG-Premier League,9,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,80,38.0,56.06
Danel Sinani,LUX,"MF,FW",28.0,St Pauli,GER-Bundesliga,2069,22.99,5,3,0.22,0.13,18,135,16,5,4,0,0.0,0.0,0.0,90,40,34.0,36.11
Dango Ouattara,BFA,MF,23.0,Brentford,ENG-Premier League,2276,25.29,7,3,0.28,0.12,20,107,14,24,5,0,0.0,0.0,0.0,100,40,38.0,35.99
Dani Calvo,ESP,DF,31.0,Oviedo,ESP-La Liga,1611,17.9,0,0,0.0,0.0,0,1,15,10,3,0,0.0,0.0,0.0,95,40,38.0,33.65
Dani Carvajal,ESP,DF,33.0,Real Madrid,ESP-La Liga,977,10.86,0,1,0.0,0.09,1,11,12,6,0,0,0.0,0.0,0.0,95,100,38.0,78.57
Dani Ceballos,ESP,MF,28.0,Real Madrid,ESP-La Liga,486,5.4,0,0,0.0,0.0,0,3,10,7,1,0,0.0,0.0,0.0,95,100,38.0,74.26
Dani Cárdenas,ESP,GK,28.0,Rayo Vallecano,ESP-La Liga,360,4.0,0,0,0.0,0.0,0,0,1,0,0,0,19.0,1.0,7.0,95,40,38.0,29.26
Dani Olmo,ESP,MF,27.0,Barcelona,ESP-La Liga,2067,22.97,7,8,0.3,0.35,21,28,23,14,1,0,0.0,0.0,0.0,95,100,38.0,88.13
Dani Raba,ESP,FW,29.0,Valencia,ESP-La Liga,270,3.0,0,1,0.0,0.33,1,14,4,4,0,0,0.0,0.0,0.0,95,40,38.0,28.95
Dani Rodríguez,ESP,"FW,MF",37.0,Mallorca,ESP-La Liga,68,0.76,0,0,0.0,0.0,0,2,1,0,0,0,0.0,0.0,0.0,95,40,38.0,28.24
Daniel Ballard,NIR,DF,25.0,Sunderland,ENG-Premier League,2149,23.88,2,0,0.08,0.0,9,1,17,20,4,1,0.0,0.0,0.0,100,40,38.0,35.54
Daniel Batz,GER,GK,34.0,Mainz 05,GER-Bundesliga,1890,21.0,0,0,0.0,0.0,0,0,0,0,2,0,70.0,4.0,27.0,90,40,34.0,35.41
Daniel Bentley,ENG,GK,32.0,Wolves,ENG-Premier League,270,3.0,0,0,0.0,0.0,0,0,0,0,0,0,7.0,0.0,7.0,100,40,38.0,28.95
Daniel Boloca,ROU,MF,26.0,Sassuolo,ITA-Serie A,135,1.5,0,0,0.0,0.0,0,1,2,2,0,0,0.0,0.0,0.0,90,40,48.28,28.37
Daniel Denoon,SUI,DF,21.0,Pisa,ITA-Serie A,122,1.36,0,0,0.0,0.0,0,0,2,1,1,0,0.0,0.0,0.0,90,40,48.28,28.34
Daniel Díaz,ESP,FW,19.0,Real Sociedad,ESP-La Liga,18,0.2,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,95,75,38.0,52.62
Daniel Elfadli,LBY,DF,28.0,Hamburger SV,GER-Bundesliga,1253,13.92,0,0,0.0,0.0,1,0,14,20,6,1,0.0,0.0,0.0,90,40,34.0,32.91
Daniel Guerrero,ESP,MF,20.0,Real Betis,ESP-La Liga,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,40,38.0,28.0
Daniel Heuer Fernandes,POR,GK,32.0,Hamburger SV,GER-Bundesliga,2970,33.0,0,0,0.0,0.0,0,0,0,0,3,0,105.0,6.0,53.0,90,40,34.0,39.65
Daniel James,WAL,"FW,MF",27.0,Leeds United,ENG-Premier League,559,6.21,0,0,0.0,0.0,3,50,5,1,0,0,0.0,0.0,0.0,100,40,38.0,29.96
Daniel Johnson,JAM,MF,32.0,Karagümrük,TUR-Super Lig,1014,11.27,1,3,0.09,0.27,2,33,2,8,4,0,0.0,0.0,0.0,90,40,34.0,31.98
Daniel Maldini,ITA,FW,23.0,Lazio,ITA-Serie A,951,10.57,2,1,0.19,0.09,7,11,11,4,1,0,0.0,0.0,0.0,90,75,48.28,57.43
Daniel Martinez,ESP,DF,21.0,Atlético Madrid,ESP-La Liga,90,1.0,0,0,0.0,0.0,0,1,0,1,0,0,0.0,0.0,0.0,95,92,38.0,65.13
Daniel Mikołajewski,POL,FW,19.0,Parma,ITA-Serie A,70,0.78,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.19
Daniel Mosquera,COL,FW,25.0,Hellas Verona,ITA-Serie A,597,6.63,0,2,0.0,0.3,5,2,2,2,1,0,0.0,0.0,0.0,90,40,48.28,29.65
Daniel Muñoz,COL,MF,29.0,Crystal Palace,ENG-Premier League,2399,26.66,4,3,0.15,0.11,12,62,48,24,7,0,0.0,0.0,0.0,100,70,38.0,63.73
Daniel Oyegoke,ENG,"MF,DF",22.0,Hellas Verona,ITA-Serie A,594,6.6,0,0,0.0,0.0,1,32,9,7,2,0,0.0,0.0,0.0,90,40,48.28,29.64
Daniel Parejo,ESP,MF,36.0,Villarreal,ESP-La Liga,1392,15.47,1,0,0.06,0.0,1,39,29,14,3,0,0.0,0.0,0.0,95,75,38.0,61.66
Daniel Popa,ROU,FW,31.0,Gençlerbirliği,TUR-Super Lig,67,0.74,0,0,0.0,0.0,0,0,1,0,0,0,0.0,0.0,0.0,90,40,34.0,28.26
Daniel Svensson,SWE,MF,23.0,Dortmund,GER-Bundesliga,2454,27.27,2,2,0.07,0.07,4,129,26,20,0,0,0.0,0.0,0.0,90,95,34.0,89.36
Daniel Vivian,ESP,DF,26.0,Athletic Club,ESP-La Liga,2564,28.49,1,0,0.04,0.0,6,11,38,34,8,1,0.0,0.0,0.0,95,75,38.0,69.37
Daniel Xavier Semedo,FRA,MF,21.0,Lorient,FRA-Ligue 1,11,0.12,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,85,40,34.0,28.04
Daniel Yáñez,ESP,MF,18.0,Real Madrid,ESP-La Liga,47,0.52,0,1,0.0,1.92,0,1,1,0,0,0,0.0,0.0,0.0,95,100,38.0,70.41
Daniele Ghilardi,ITA,DF,22.0,Roma,ITA-Serie A,1097,12.19,0,0,0.0,0.0,0,3,15,22,1,0,0.0,0.0,0.0,90,75,48.28,58.18
Daniele Padelli,ITA,GK,39.0,Udinese,ITA-Serie A,180,2.0,0,0,0.0,0.0,0,0,0,0,0,0,3.0,0.0,2.0,90,40,48.28,28.5
Daniele Rugani,ITA,DF,31.0,Fiorentina,ITA-Serie A,577,6.41,0,0,0.0,0.0,0,0,7,10,2,0,0.0,0.0,0.0,90,40,48.28,29.59
Daniele Sommariva,ITA,GK,28.0,Genoa,ITA-Serie A,176,1.96,0,0,0.0,0.0,0,0,0,0,0,0,8.0,0.0,4.0,90,40,48.28,28.49
Daniele Verde,ITA,MF,29.0,Karagümrük,TUR-Super Lig,489,5.43,1,4,0.18,0.74,10,26,0,7,0,0,0.0,0.0,0.0,90,40,34.0,29.92
Danijel Aleksić,SRB,MF,34.0,Konyaspor,TUR-Super Lig,195,2.17,1,0,0.46,0.0,2,1,2,1,0,0,0.0,0.0,0.0,90,40,34.0,28.77
Danilho Doekhi,NED,DF,27.0,Union Berlin,GER-Bundesliga,3060,34.0,5,0,0.15,0.0,11,6,31,42,4,0,0.0,0.0,0.0,90,40,34.0,40.0
Danilo Cataldi,ITA,MF,30.0,Lazio,ITA-Serie A,1985,22.06,3,3,0.14,0.14,7,48,22,21,6,0,0.0,0.0,0.0,90,75,48.28,62.78
Danilo Veiga,POR,DF,22.0,Lecce,ITA-Serie A,3020,33.56,0,1,0.0,0.03,2,89,53,32,9,0,0.0,0.0,0.0,90,40,48.28,36.34
Danny Loader,CMR,"MF,FW",24.0,Auxerre,FRA-Ligue 1,2517,27.97,3,3,0.11,0.11,17,32,25,9,9,0,0.0,0.0,0.0,85,40,34.0,37.87
Danny Welbeck,ENG,FW,34.0,Brighton,ENG-Premier League,2258,25.09,13,1,0.52,0.04,28,3,14,8,5,0,0.0,0.0,0.0,100,75,38.0,67.36
Danny da Costa,GER,"DF,MF",32.0,Mainz 05,GER-Bundesliga,2695,29.94,2,3,0.07,0.1,5,48,27,29,3,0,0.0,0.0,0.0,90,40,34.0,38.57
Dante,BRA,DF,41.0,Nice,FRA-Ligue 1,849,9.43,0,1,0.0,0.11,1,0,5,11,1,0,0.0,0.0,0.0,85,40,34.0,31.33
Danylo Sikan,UKR,MF,24.0,Trabzonspor,TUR-Super Lig,247,2.74,1,0,0.36,0.0,2,3,3,1,2,0,0.0,0.0,0.0,90,90,34.0,65.18
Daouda Guindo,MLI,DF,22.0,Brest,FRA-Ligue 1,1686,18.73,1,1,0.05,0.05,5,38,30,30,4,1,0.0,0.0,0.0,85,40,34.0,34.61
Dapo Afolayan,ENG,MF,27.0,St Pauli,GER-Bundesliga,150,1.67,0,0,0.0,0.0,2,10,2,0,1,0,0.0,0.0,0.0,90,40,34.0,28.59
Daren Mosengo,FRA,MF,18.0,Le Havre,FRA-Ligue 1,108,1.2,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,85,40,34.0,28.42
Dario Essugo,POR,MF,20.0,Chelsea,ENG-Premier League,30,0.33,0,0,0.0,0.0,0,0,3,0,2,0,0.0,0.0,0.0,100,80,38.0,56.21
Dario Šarić,BIH,MF,28.0,Antalyaspor,TUR-Super Lig,1396,15.51,1,1,0.06,0.06,5,18,23,11,2,0,0.0,0.0,0.0,90,40,34.0,33.47
Darko Churlinov,MKD,"MF,FW",25.0,Kocaelispor,TUR-Super Lig,1059,11.77,0,3,0.0,0.25,4,37,8,5,2,0,0.0,0.0,0.0,90,40,34.0,32.15
Darlin Yongwa,CMR,"DF,MF",24.0,Lorient,FRA-Ligue 1,1312,14.58,0,1,0.0,0.07,2,38,24,11,4,1,0.0,0.0,0.0,85,40,34.0,33.15
Darryl Bakola,FRA,MF,17.0,Sassuolo,ITA-Serie A,203,2.26,0,1,0.0,0.44,2,4,2,1,0,0,0.0,0.0,0.0,90,40,48.28,28.56
David Affengruber,AUT,DF,24.0,Elche,ESP-La Liga,2949,32.77,1,1,0.03,0.03,4,8,50,50,7,1,0.0,0.0,0.0,95,40,38.0,38.35
David Alaba,AUT,DF,33.0,Real Madrid,ESP-La Liga,424,4.71,0,0,0.0,0.0,1,0,4,0,1,0,0.0,0.0,0.0,95,100,38.0,73.72
David Brooks,WAL,MF,28.0,Bournemouth,ENG-Premier League,1204,13.38,1,3,0.07,0.22,13,59,13,4,7,0,0.0,0.0,0.0,100,70,38.0,56.39
David Carmo,ANG,DF,26.0,Oviedo,ESP-La Liga,1786,19.84,1,0,0.05,0.0,3,2,18,21,8,1,0.0,0.0,0.0,95,40,38.0,34.27
David Costas,ESP,DF,30.0,Oviedo,ESP-La Liga,2066,22.96,1,0,0.04,0.0,1,1,22,27,3,0,0.0,0.0,0.0,95,40,38.0,35.25
David Daiber,POR,FW,18.0,Bayern Munich,GER-Bundesliga,29,0.32,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,100,34.0,70.28
David Datro Fofana,CIV,FW,22.0,Karagümrük,FRA-Ligue 1,1153,12.81,6,0,0.47,0.0,9,5,3,3,0,0,0.0,0.0,0.0,85,40,34.0,32.52
David Jiménez,ESP,DF,21.0,Real Madrid,ESP-La Liga,76,0.84,0,0,0.0,0.0,1,3,1,0,0,0,0.0,0.0,0.0,95,100,38.0,70.66
David Jurásek,CZE,DF,24.0,Beşiktaş,TUR-Super Lig,638,7.09,0,0,0.0,0.0,0,38,6,6,0,0,0.0,0.0,0.0,90,100,34.0,76.26
David López,ESP,DF,35.0,Mallorca,ESP-La Liga,1130,12.56,0,0,0.0,0.0,1,0,9,9,2,0,0.0,0.0,0.0,95,40,38.0,31.97
David Møller Wolfe,NOR,"MF,DF",23.0,Wolves,ENG-Premier League,1049,11.66,0,2,0.0,0.17,0,32,5,7,1,0,0.0,0.0,0.0,100,40,38.0,31.68
David Neres,BRA,"FW,MF",28.0,Napoli,ITA-Serie A,922,10.24,3,3,0.29,0.29,4,53,5,1,3,0,0.0,0.0,0.0,90,90,48.28,68.73
David Odogu,GER,DF,19.0,Milan,ITA-Serie A,6,0.07,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,80,48.28,56.03
David Okereke,NGA,"FW,MF",27.0,Cremonese,ITA-Serie A,403,4.48,2,0,0.45,0.0,5,5,0,1,0,1,0.0,0.0,0.0,90,40,48.28,29.11
David Raum,GER,DF,27.0,RB Leipzig,GER-Bundesliga,2553,28.37,3,7,0.11,0.25,8,250,35,33,6,0,0.0,0.0,0.0,90,90,34.0,85.53
David Raya,ESP,GK,29.0,Arsenal,ENG-Premier League,3330,37.0,0,0,0.0,0.0,0,1,1,1,1,0,59.0,19.0,26.0,100,95,38.0,94.25
David Soria,ESP,GK,32.0,Getafe,ESP-La Liga,3420,38.0,0,0,0.0,0.0,0,0,0,0,2,0,115.0,12.0,38.0,95,40,38.0,40.0
David de Gea,ESP,GK,34.0,Fiorentina,ITA-Serie A,3330,37.0,0,0,0.0,0.0,0,0,0,0,0,0,119.0,10.0,49.0,90,40,48.28,37.2
Davide Bartesaghi,ITA,"MF,DF",19.0,Milan,ITA-Serie A,2441,27.12,2,0,0.07,0.0,7,139,35,15,3,0,0.0,0.0,0.0,90,80,48.28,69.48
Davide Biraschi,ITA,DF,31.0,Karagümrük,TUR-Super Lig,1144,12.71,0,0,0.0,0.0,1,2,7,19,1,0,0.0,0.0,0.0,90,40,34.0,32.49
Davide Frattesi,ITA,MF,25.0,Inter,ITA-Serie A,569,6.32,0,0,0.0,0.0,4,2,7,3,0,0,0.0,0.0,0.0,90,95,48.28,70.23
Davide Zappacosta,ITA,MF,33.0,Atalanta,ITA-Serie A,2569,28.54,3,3,0.11,0.11,9,107,14,18,3,0,0.0,0.0,0.0,90,75,48.28,65.8
Davie Selke,GER,FW,30.0,Başakşehir,TUR-Super Lig,1198,13.31,10,0,0.75,0.0,18,6,1,2,5,1,0.0,0.0,0.0,90,75,34.0,61.31
Davinchi,ESP,DF,17.0,Getafe,ESP-La Liga,700,7.78,0,0,0.0,0.0,2,20,17,7,2,0,0.0,0.0,0.0,95,40,38.0,30.46
