Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru,Zorluk_Seviyesi
Dominique Heintz,GER,DF,31.0,Köln,GER-Bundesliga,382,4.24,0,0,0.0,0.0,0,1,1,5,0,0,0.0,0.0,0.0,90,40,34.0,29.5,Zor
Donny van de Beek,NED,MF,28.0,Girona,ESP-La Liga,41,0.46,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,95,75,38.0,52.77,Zor
Donovan Léon,GUF,GK,32.0,Auxerre,FRA-Ligue 1,2460,27.33,0,0,0.0,0.0,0,0,2,0,1,2,95.0,9.0,35.0,85,40,34.0,37.65,Zor
Donyell Malen,NED,"FW,MF",26.0,Roma,ENG-Premier League,2123,23.59,18,3,0.76,0.13,40,13,5,3,1,0,0.0,0.0,0.0,100,75,38.0,66.47,Zor
Dorin Rotariu,ROU,"FW,MF",30.0,Eyüpspor,TUR-Super Lig,73,0.81,0,1,0.0,1.23,1,1,1,1,0,0,0.0,0.0,0.0,90,40,34.0,28.29,Zor
Dorukhan Toköz,TUR,"MF,DF",29.0,Kayserispor,TUR-Super Lig,1338,14.87,0,0,0.0,0.0,0,6,17,21,5,1,0.0,0.0,0.0,90,40,34.0,33.25,Zor
Douglas Luiz,BRA,MF,27.0,Aston Villa,ENG-Premier League,919,10.21,1,0,0.1,0.0,5,43,14,14,3,0,0.0,0.0,0.0,100,80,38.0,62.45,Zor
Doğukan Sınık,TUR,MF,26.0,Antalyaspor,TUR-Super Lig,838,9.31,0,2,0.0,0.21,4,18,9,2,5,1,0.0,0.0,0.0,90,40,34.0,31.29,Zor
Drissa Camara,CIV,MF,23.0,Gaziantep,TUR-Super Lig,1732,19.24,3,6,0.16,0.31,24,18,20,11,6,1,0.0,0.0,0.0,90,40,34.0,34.79,Zor
Dro Fernández,ESP,MF,17.0,PSG,ESP-La Liga,774,8.6,1,0,0.12,0.0,3,4,5,9,0,0,0.0,0.0,0.0,95,100,38.0,76.79,Orta
Duje Ćaleta-Car,CRO,DF,28.0,Real Sociedad,ESP-La Liga,2150,23.89,1,0,0.04,0.0,3,1,14,29,6,1,0.0,0.0,0.0,95,75,38.0,66.65,Zor
Duván Zapata,COL,FW,34.0,Torino,ITA-Serie A,1103,12.26,3,1,0.24,0.08,15,8,2,1,0,0,0.0,0.0,0.0,90,40,48.28,31.05,Zor
Dušan Vlahović,SRB,FW,25.0,Juventus,ITA-Serie A,968,10.76,7,1,0.65,0.09,18,3,3,2,0,0,0.0,0.0,0.0,90,85,48.28,65.18,Zor
Dwight McNeil,ENG,MF,25.0,Everton,ENG-Premier League,1168,12.98,0,1,0.0,0.08,5,40,16,10,1,0,0.0,0.0,0.0,100,40,38.0,32.1,Zor
Dávid Hancko,SVK,DF,27.0,Atlético Madrid,ESP-La Liga,2432,27.02,0,2,0.0,0.07,5,29,27,19,2,0,0.0,0.0,0.0,95,92,38.0,84.03,Orta
Désiré Doué,FRA,"FW,MF",20.0,PSG,FRA-Ligue 1,1348,14.98,7,4,0.47,0.27,19,56,20,12,0,0,0.0,0.0,0.0,85,100,34.0,83.22,Orta
Dženan Pejčinović,GER,FW,20.0,Wolfsburg,GER-Bundesliga,1460,16.22,8,0,0.49,0.0,23,5,9,5,1,0,0.0,0.0,0.0,90,40,34.0,33.72,Zor
Ebenezer Akinsanmiro,NGA,MF,20.0,Pisa,ITA-Serie A,1444,16.04,0,1,0.0,0.06,3,9,25,27,2,0,0.0,0.0,0.0,90,40,48.28,31.99,Zor
Eberechi Eze,ENG,MF,27.0,Arsenal,ENG-Premier League,1895,21.06,7,2,0.33,0.09,20,12,14,11,1,0,0.0,0.0,0.0,100,95,38.0,82.3,Orta
Ebrima Ceesay,GAM,FW,19.0,Samsunspor,TUR-Super Lig,8,0.09,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.03,Zor
Eddie Nketiah,ENG,MF,26.0,Crystal Palace,ENG-Premier League,424,4.71,2,0,0.42,0.0,6,0,6,2,2,0,0.0,0.0,0.0,100,70,38.0,51.6,Zor
Eddy Kouadio,CIV,DF,19.0,Fiorentina,ITA-Serie A,72,0.8,0,0,0.0,0.0,0,1,3,0,0,0,0.0,0.0,0.0,90,40,48.28,28.2,Zor
Eder García,ESP,FW,21.0,Athletic Club,ESP-La Liga,38,0.42,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,95,75,38.0,52.75,Zor
Ederson Moraes,BRA,GK,31.0,Fenerbahçe,TUR-Super Lig,2131,23.68,0,0,0.0,0.0,0,0,0,0,8,1,56.0,8.0,24.0,90,100,34.0,90.89,Kolay
Edin Džeko,BIH,FW,39.0,Fiorentina,ITA-Serie A,244,2.71,0,0,0.0,0.0,1,1,1,1,1,0,0.0,0.0,0.0,90,40,48.28,28.67,Zor
Edin Višća,BIH,MF,35.0,Trabzonspor,TUR-Super Lig,189,2.1,0,0,0.0,0.0,2,21,1,1,0,0,0.0,0.0,0.0,90,90,34.0,64.67,Zor
Edmond Tapsoba,BFA,DF,26.0,Leverkusen,GER-Bundesliga,2575,28.61,5,3,0.17,0.1,10,13,15,21,7,0,0.0,0.0,0.0,90,85,34.0,80.96,Orta
Edoardo Corvi,ITA,GK,24.0,Parma,ITA-Serie A,1530,17.0,0,0,0.0,0.0,0,0,0,0,1,0,44.0,7.0,18.0,90,40,48.28,32.23,Zor
Edoardo Goldaniga,ITA,DF,31.0,Como,ITA-Serie A,15,0.17,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.04,Zor
Edoardo Iannoni,ITA,MF,24.0,Sassuolo,ITA-Serie A,260,2.89,1,0,0.35,0.0,1,2,3,3,3,0,0.0,0.0,0.0,90,40,48.28,28.72,Zor
Edoardo Motta,ITA,GK,20.0,Lazio,ITA-Serie A,810,9.0,0,0,0.0,0.0,0,0,0,0,1,0,22.0,3.0,10.0,90,75,48.28,56.69,Zor
Edon Zhegrova,KVX,MF,26.0,Juventus,ITA-Serie A,382,4.24,0,0,0.0,0.0,9,48,3,0,1,0,0.0,0.0,0.0,90,85,48.28,61.74,Zor
Edson Álvarez,MEX,MF,27.0,Fenerbahçe,TUR-Super Lig,762,8.47,0,1,0.0,0.12,5,2,18,16,4,0,0.0,0.0,0.0,90,100,34.0,77.47,Orta
Edu Expósito,ESP,MF,28.0,Espanyol,ESP-La Liga,2523,28.03,1,6,0.04,0.21,13,254,29,24,9,0,0.0,0.0,0.0,95,40,38.0,36.85,Zor
Eduardo Camavinga,FRA,MF,22.0,Real Madrid,ESP-La Liga,1528,16.98,1,0,0.06,0.0,2,2,37,15,2,0,0.0,0.0,0.0,95,100,38.0,83.41,Orta
Efecan Karaca,TUR,"FW,MF",35.0,Alanyaspor,TUR-Super Lig,513,5.7,0,0,0.0,0.0,0,19,4,1,3,0,0.0,0.0,0.0,90,40,34.0,30.01,Zor
Efkan Bekiroğlu,TUR,MF,29.0,Göztepe,TUR-Super Lig,1062,11.8,3,3,0.25,0.25,7,61,8,5,3,0,0.0,0.0,0.0,90,40,34.0,32.16,Zor
Ege Yıldırım,TUR,DF,18.0,Göztepe,TUR-Super Lig,9,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.04,Zor
Egemen Aydın,TUR,GK,18.0,Konyaspor,TUR-Super Lig,6,0.07,0,0,0.0,0.0,0,0,0,0,0,0,2.0,0.0,0.0,90,40,34.0,28.02,Zor
Eivind Helland,NOR,DF,20.0,Bologna,ITA-Serie A,484,5.38,0,0,0.0,0.0,0,0,5,7,2,0,0.0,0.0,0.0,90,40,48.28,29.34,Zor
El Bilal Touré,MLI,"MF,FW",23.0,Beşiktaş,TUR-Super Lig,1647,18.3,5,4,0.27,0.22,24,10,10,2,4,1,0.0,0.0,0.0,90,100,34.0,86.15,Kolay
El Chadaille Bitshiabu,FRA,DF,20.0,RB Leipzig,GER-Bundesliga,655,7.28,0,0,0.0,0.0,0,0,6,6,0,0,0.0,0.0,0.0,90,90,34.0,68.78,Zor
El Hadji Malick Diouf,SEN,"DF,MF",20.0,West Ham,ENG-Premier League,2707,30.08,0,5,0.0,0.17,4,109,19,32,6,0,0.0,0.0,0.0,100,40,38.0,37.5,Zor
Elayis Tavsan,NED,"MF,FW",24.0,Samsunspor,TUR-Super Lig,813,9.03,2,2,0.22,0.22,10,36,16,3,1,0,0.0,0.0,0.0,90,40,34.0,31.19,Zor
Eldor Shomurodov,UZB,"MF,FW",30.0,Başakşehir,TUR-Super Lig,2916,32.4,22,5,0.68,0.15,48,19,17,4,0,0,0.0,0.0,0.0,90,75,34.0,73.94,Zor
Eli Junior Kroupi,FRA,"MF,FW",19.0,Bournemouth,ENG-Premier League,1672,18.58,13,0,0.7,0.0,22,10,6,9,5,0,0.0,0.0,0.0,100,70,38.0,59.27,Zor
Elia Caprile,ITA,GK,23.0,Cagliari,ITA-Serie A,3420,38.0,0,0,0.0,0.0,0,0,0,0,2,0,121.0,8.0,53.0,90,40,48.28,37.44,Zor
Elias Baum,GER,DF,19.0,Frankfurt,GER-Bundesliga,75,0.83,0,0,0.0,0.0,0,4,0,1,0,0,0.0,0.0,0.0,90,75,34.0,53.05,Zor
Elias Saad,TUN,"MF,FW",25.0,Augsburg,GER-Bundesliga,497,5.52,0,0,0.0,0.0,3,9,8,1,1,0,0.0,0.0,0.0,90,40,34.0,29.95,Zor
Eliesse Ben Seghir,MAR,MF,20.0,Leverkusen,GER-Bundesliga,297,3.3,0,0,0.0,0.0,2,10,2,1,2,0,0.0,0.0,0.0,90,85,34.0,61.97,Zor
Eliezer Mayenda,ESP,"FW,MF",20.0,Sunderland,ENG-Premier League,759,8.43,2,0,0.24,0.0,6,1,3,1,0,0,0.0,0.0,0.0,100,40,38.0,30.66,Zor
Elif Elmas,MKD,"MF,FW",25.0,Napoli,ITA-Serie A,1783,19.81,1,3,0.05,0.15,9,41,13,7,3,0,0.0,0.0,0.0,90,90,48.28,74.08,Zor
Elisha Owusu,GHA,MF,27.0,Auxerre,FRA-Ligue 1,2344,26.04,0,0,0.0,0.0,0,1,51,21,7,0,0.0,0.0,0.0,85,40,34.0,37.19,Zor
Elliot Anderson,ENG,MF,22.0,Nottingham,ENG-Premier League,3331,37.01,4,4,0.11,0.11,10,175,60,41,8,0,0.0,0.0,0.0,100,40,38.0,39.69,Zor
Ellyes Skhiri,TUN,"MF,DF",30.0,Frankfurt,GER-Bundesliga,1444,16.04,0,0,0.0,0.0,0,3,8,25,3,1,0.0,0.0,0.0,90,75,34.0,63.11,Zor
Elseid Hysaj,ALB,DF,31.0,Lazio,ITA-Serie A,174,1.93,0,0,0.0,0.0,0,2,0,2,0,0,0.0,0.0,0.0,90,75,48.28,53.4,Zor
Elvis Rexhbeçaj,KVX,MF,27.0,Augsburg,GER-Bundesliga,1118,12.42,2,0,0.16,0.0,5,16,8,4,4,0,0.0,0.0,0.0,90,40,34.0,32.38,Zor
Elye Wahi,CIV,FW,22.0,Nice,GER-Bundesliga,1246,13.84,5,2,0.36,0.14,18,14,5,2,6,0,0.0,0.0,0.0,90,40,34.0,32.88,Zor
Emanuel Emegha,NED,FW,22.0,Strasbourg,FRA-Ligue 1,443,4.92,4,2,0.81,0.41,8,0,0,0,3,0,0.0,0.0,0.0,85,40,34.0,29.74,Zor
Emanuele Valeri,ITA,"MF,DF",26.0,Parma,ITA-Serie A,2643,29.37,0,2,0.0,0.07,5,234,32,20,2,0,0.0,0.0,0.0,90,40,48.28,35.3,Zor
Emerson Palmieri,ITA,"DF,MF",30.0,Marseille,FRA-Ligue 1,2114,23.49,0,3,0.0,0.13,2,122,32,33,3,0,0.0,0.0,0.0,85,70,34.0,63.51,Zor
Emersonn,BRA,FW,21.0,Toulouse,FRA-Ligue 1,1624,18.04,7,2,0.39,0.11,21,10,12,7,5,1,0.0,0.0,0.0,85,40,34.0,34.37,Zor
Emi Buendía,ARG,MF,28.0,Aston Villa,ENG-Premier League,1755,19.5,6,2,0.31,0.1,13,10,27,13,6,0,0.0,0.0,0.0,100,80,38.0,68.32,Zor
Emil Audero,IDN,GK,28.0,Cremonese,ITA-Serie A,3060,34.0,0,0,0.0,0.0,0,0,0,0,0,0,123.0,11.0,50.0,90,40,48.28,36.45,Zor
Emil Holm,SWE,DF,25.0,Bologna,ITA-Serie A,885,9.83,1,4,0.1,0.41,2,29,18,10,3,1,0.0,0.0,0.0,90,40,48.28,30.44,Zor
Emil Krafth,SWE,DF,30.0,Newcastle,ENG-Premier League,45,0.5,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,100,75,38.0,52.8,Zor
Emile Smith Rowe,ENG,MF,25.0,Fulham,ENG-Premier League,1923,21.37,3,0,0.14,0.0,11,13,22,22,1,0,0.0,0.0,0.0,100,40,38.0,34.75,Zor
Emiliano Martínez,ARG,GK,32.0,Aston Villa,ENG-Premier League,2835,31.5,0,1,0.0,0.03,0,0,0,0,2,0,95.0,8.0,39.0,100,80,38.0,75.89,Orta
Emir Ortakaya,TUR,DF,21.0,Eyüpspor,TUR-Super Lig,776,8.62,0,0,0.0,0.0,0,1,6,18,2,0,0.0,0.0,0.0,90,40,34.0,31.04,Zor
Emir Sahiti,KVX,FW,26.0,Hamburger SV,GER-Bundesliga,120,1.33,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.47,Zor
Emir Topçu,TUR,DF,24.0,Beşiktaş,TUR-Super Lig,1740,19.33,1,0,0.05,0.0,6,17,27,31,9,0,0.0,0.0,0.0,90,100,34.0,87.06,Kolay
Emirhan İlkhan,TUR,MF,21.0,Torino,ITA-Serie A,1001,11.12,1,2,0.09,0.18,3,7,19,13,2,1,0.0,0.0,0.0,90,40,48.28,30.76,Zor
Emmanuel Agbadou,CIV,DF,28.0,Wolves,ENG-Premier League,2192,24.36,1,1,0.04,0.04,7,16,36,31,5,1,0.0,0.0,0.0,100,40,38.0,35.69,Zor
Emmanuel Biumla,FRA,DF,20.0,Angers,FRA-Ligue 1,387,4.3,0,0,0.0,0.0,0,1,5,2,0,0,0.0,0.0,0.0,85,40,34.0,29.52,Zor
Emmanuel Boateng,GHA,FW,29.0,Gaziantep,TUR-Super Lig,472,5.24,1,0,0.19,0.0,4,1,2,0,2,0,0.0,0.0,0.0,90,40,34.0,29.85,Zor
Emmanuel Lago,CIV,FW,20.0,Marseille,FRA-Ligue 1,49,0.54,0,0,0.0,0.0,2,1,3,1,1,0,0.0,0.0,0.0,85,70,34.0,49.33,Zor
Emre Akbaba,TUR,"MF,FW",32.0,Eyüpspor,TUR-Super Lig,992,11.02,4,0,0.36,0.0,10,34,22,10,3,0,0.0,0.0,0.0,90,40,34.0,31.89,Zor
Emre Can,GER,DF,31.0,Dortmund,GER-Bundesliga,621,6.9,3,0,0.43,0.0,4,2,8,13,3,0,0.0,0.0,0.0,90,95,34.0,72.28,Zor
Emre Kılınç,TUR,"MF,FW",30.0,Samsunspor,TUR-Super Lig,1189,13.21,1,5,0.08,0.38,6,44,16,3,6,0,0.0,0.0,0.0,90,40,34.0,32.66,Zor
Emre Taşdemir,TUR,DF,29.0,Kasımpaşa,TUR-Super Lig,53,0.59,0,0,0.0,0.0,0,3,0,1,0,0,0.0,0.0,0.0,90,40,34.0,28.21,Zor
Emrecan Bulut,TUR,"MF,FW",23.0,Rizespor,TUR-Super Lig,590,6.56,1,2,0.15,0.3,5,13,7,3,1,0,0.0,0.0,0.0,90,40,34.0,30.32,Zor
Endrick,BRA,FW,19.0,Lyon,ESP-La Liga,1227,13.63,5,7,0.37,0.51,26,52,9,2,4,2,0.0,0.0,0.0,95,70,38.0,56.53,Zor
Enes Albak,TUR,DF,20.0,Samsunspor,TUR-Super Lig,27,0.3,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.11,Zor
Enes Keskin,TUR,MF,24.0,Alanyaspor,TUR-Super Lig,754,8.38,0,1,0.0,0.12,4,11,16,14,1,0,0.0,0.0,0.0,90,40,34.0,30.96,Zor
Enes Seven,TUR,FW,18.0,Konyaspor,TUR-Super Lig,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.0,Zor
Enes Ünal,TUR,FW,28.0,Bournemouth,ENG-Premier League,232,2.58,1,0,0.39,0.0,3,2,1,0,1,0,0.0,0.0,0.0,100,70,38.0,50.43,Zor
Engin Yıldırım,TUR,FW,20.0,Antalyaspor,TUR-Super Lig,158,1.76,0,0,0.0,0.0,1,0,2,0,1,0,0.0,0.0,0.0,90,40,34.0,28.62,Zor
Enis Bardhi,MKD,MF,30.0,Konyaspor,TUR-Super Lig,2052,22.8,5,4,0.22,0.18,19,102,17,11,5,1,0.0,0.0,0.0,90,40,34.0,36.05,Zor
Enrico Delprato,ITA,"DF,MF",25.0,Parma,ITA-Serie A,2951,32.79,2,0,0.06,0.0,9,19,21,24,5,0,0.0,0.0,0.0,90,40,48.28,36.15,Zor
Ensar Kemaloğlu,TUR,MF,26.0,Gençlerbirliği,TUR-Super Lig,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.0,Zor
Enver Kulasin,BIH,MF,21.0,Gaziantep,TUR-Super Lig,134,1.49,0,0,0.0,0.0,1,1,3,0,1,0,0.0,0.0,0.0,90,40,34.0,28.53,Zor
Enzo Boyomo,CMR,DF,23.0,Osasuna,ESP-La Liga,2542,28.24,1,2,0.04,0.07,4,10,36,17,7,0,0.0,0.0,0.0,95,40,38.0,36.92,Zor
Enzo Ebosse,CMR,DF,26.0,Torino,ITA-Serie A,1329,14.77,0,1,0.0,0.07,0,7,7,10,4,0,0.0,0.0,0.0,90,40,48.28,31.67,Zor
Enzo Fernández,ARG,MF,24.0,Chelsea,ENG-Premier League,3115,34.61,10,4,0.29,0.12,31,89,24,20,10,0,0.0,0.0,0.0,100,80,38.0,77.86,Orta
Enzo Koffi Vinette,FRA,DF,19.0,Le Havre,FRA-Ligue 1,385,4.28,0,0,0.0,0.0,2,24,10,10,2,0,0.0,0.0,0.0,85,40,34.0,29.51,Zor
Enzo Le Fée,FRA,"MF,FW",25.0,Sunderland,ENG-Premier League,2930,32.56,5,6,0.15,0.18,12,98,56,28,5,0,0.0,0.0,0.0,100,40,38.0,38.28,Zor
Enzo Molebe,FRA,FW,17.0,Lyon,FRA-Ligue 1,10,0.11,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,70,34.0,49.07,Zor
Enzo Roco,CHI,DF,32.0,Karagümrük,TUR-Super Lig,575,6.39,0,0,0.0,0.0,0,0,4,6,2,0,0.0,0.0,0.0,90,40,34.0,30.26,Zor
Erawan Garnier,THA,DF,19.0,Lens,FRA-Ligue 1,7,0.08,0,0,0.0,0.0,0,2,1,0,0,0,0.0,0.0,0.0,85,70,34.0,49.05,Zor
Eray Cömert,SUI,DF,27.0,Valencia,ESP-La Liga,1337,14.86,2,1,0.13,0.07,3,1,14,21,3,1,0.0,0.0,0.0,95,40,38.0,32.69,Zor
Erblin Osmani,GER,MF,16.0,Bayern Munich,GER-Bundesliga,4,0.04,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,90,100,34.0,70.04,Zor
Erdem Canpolat,GER,GK,24.0,Rizespor,TUR-Super Lig,630,7.0,0,0,0.0,0.0,0,0,0,0,2,0,22.0,2.0,10.0,90,40,34.0,30.47,Zor
Erdoğan Yeşilyurt,TUR,"DF,MF",31.0,Antalyaspor,TUR-Super Lig,391,4.34,0,1,0.0,0.23,2,23,3,10,4,0,0.0,0.0,0.0,90,40,34.0,29.53,Zor
Eren Dinkçi,GER,"MF,FW",23.0,Heidenheim,GER-Bundesliga,1379,15.32,3,1,0.2,0.07,9,32,17,9,4,0,0.0,0.0,0.0,90,40,34.0,33.41,Zor
Eren Elmalı,TUR,"DF,MF",25.0,Galatasaray,TUR-Super Lig,1526,16.96,3,0,0.18,0.0,6,44,20,14,3,0,0.0,0.0,0.0,90,100,34.0,84.96,Orta
Eren Yağmur,TUR,FW,18.0,Konyaspor,TUR-Super Lig,76,0.84,1,1,1.19,1.19,1,0,2,1,0,0,0.0,0.0,0.0,90,40,34.0,28.3,Zor
Erhan Erentürk,TUR,GK,30.0,Gençlerbirliği,TUR-Super Lig,630,7.0,0,0,0.0,0.0,0,0,0,0,2,0,24.0,1.0,8.0,90,40,34.0,30.47,Zor
Eric Bailly,CIV,DF,31.0,Oviedo,ESP-La Liga,1234,13.71,1,0,0.07,0.0,1,1,10,17,3,0,0.0,0.0,0.0,95,40,38.0,32.33,Zor
Eric Dier,ENG,DF,31.0,Monaco,FRA-Ligue 1,688,7.64,1,0,0.13,0.0,2,2,2,10,0,0,0.0,0.0,0.0,85,70,34.0,53.72,Zor
Eric García,ESP,"DF,MF",24.0,Barcelona,ESP-La Liga,2721,30.23,1,1,0.03,0.03,7,14,44,50,6,0,0.0,0.0,0.0,95,100,38.0,93.87,Kolay
Eric Martel,GER,"MF,DF",23.0,Köln,GER-Bundesliga,2559,28.43,2,2,0.07,0.07,4,11,32,35,12,1,0.0,0.0,0.0,90,40,34.0,38.03,Zor
Eric Smith,SWE,"DF,MF",28.0,St Pauli,GER-Bundesliga,2311,25.68,2,2,0.08,0.08,5,64,23,24,4,1,0.0,0.0,0.0,90,40,34.0,37.06,Zor
Erling Haaland,NOR,FW,25.0,Manchester City,ENG-Premier League,2953,32.81,27,8,0.82,0.24,59,3,7,4,2,0,0.0,0.0,0.0,100,100,38.0,95.9,Kolay
Ermedin Demirović,BIH,FW,27.0,Stuttgart,GER-Bundesliga,1497,16.63,12,3,0.72,0.18,22,1,10,2,5,0,0.0,0.0,0.0,90,75,34.0,63.51,Zor
Ernest Muçi,ALB,MF,24.0,Trabzonspor,TUR-Super Lig,1853,20.59,11,3,0.53,0.15,29,111,10,8,4,0,0.0,0.0,0.0,90,90,34.0,79.35,Orta
Ernest Nuamah,GHA,"FW,MF",21.0,Lyon,FRA-Ligue 1,35,0.39,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,85,70,34.0,49.24,Zor
Ernest Poku,NED,MF,21.0,Leverkusen,GER-Bundesliga,1482,16.47,5,5,0.3,0.3,9,13,9,8,0,0,0.0,0.0,0.0,90,85,34.0,71.85,Zor
Ersin Destanoğlu,TUR,GK,24.0,Beşiktaş,TUR-Super Lig,2250,25.0,0,0,0.0,0.0,0,0,0,0,4,0,71.0,8.0,29.0,90,100,34.0,92.06,Kolay
Ertuğrul Taşkıran,TUR,GK,35.0,Alanyaspor,TUR-Super Lig,1800,20.0,0,0,0.0,0.0,0,0,1,0,2,0,56.0,7.0,22.0,90,40,34.0,35.06,Zor
Esat Yusuf Narin,TUR,MF,18.0,Kocaelispor,TUR-Super Lig,23,0.26,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,90,40,34.0,28.09,Zor
Esteban Lepaul,FRA,FW,25.0,Rennes,FRA-Ligue 1,2685,29.83,21,5,0.7,0.17,38,17,5,3,3,0,0.0,0.0,0.0,85,40,34.0,38.53,Zor
Estêvão Willian,BRA,MF,18.0,Chelsea,ENG-Premier League,848,9.42,2,2,0.21,0.21,8,16,6,4,4,0,0.0,0.0,0.0,100,80,38.0,61.95,Zor
Ethan Ampadu,WAL,MF,24.0,Leeds United,ENG-Premier League,3119,34.66,1,1,0.03,0.03,6,25,46,50,10,0,0.0,0.0,0.0,100,40,38.0,38.95,Zor
Ethan Mbappé,FRA,"MF,FW",18.0,Lille,FRA-Ligue 1,567,6.3,3,1,0.48,0.16,7,34,7,2,1,0,0.0,0.0,0.0,85,70,34.0,52.89,Zor
Ethan Nwaneri,ENG,MF,18.0,Marseille,ENG-Premier League,495,5.5,2,1,0.36,0.18,3,11,1,3,1,0,0.0,0.0,0.0,100,70,38.0,52.04,Zor
Ethan Pinnock,JAM,DF,32.0,Brentford,ENG-Premier League,318,3.53,0,0,0.0,0.0,1,0,5,5,1,0,0.0,0.0,0.0,100,40,38.0,29.11,Zor
Etienne Youte Kinkoue,FRA,"DF,MF",23.0,Le Havre,FRA-Ligue 1,419,4.66,0,0,0.0,0.0,0,0,3,1,2,0,0.0,0.0,0.0,85,40,34.0,29.64,Zor
Evan Ferguson,IRL,FW,20.0,Roma,ITA-Serie A,773,8.59,3,2,0.35,0.23,15,2,4,1,1,0,0.0,0.0,0.0,90,75,48.28,56.5,Zor
Evanilson,BRA,FW,25.0,Bournemouth,ENG-Premier League,2742,30.47,6,1,0.2,0.03,23,3,5,6,2,0,0.0,0.0,0.0,100,70,38.0,65.84,Zor
Evann Guessand,CIV,MF,24.0,Aston Villa,ENG-Premier League,918,10.2,1,2,0.1,0.2,6,11,11,5,0,0,0.0,0.0,0.0,100,80,38.0,62.44,Zor
Everton Pereira,FRA,MF,18.0,Nice,FRA-Ligue 1,135,1.5,0,0,0.0,0.0,0,0,0,3,0,0,0.0,0.0,0.0,85,40,34.0,28.53,Zor
Exequiel Palacios,ARG,MF,26.0,Leverkusen,GER-Bundesliga,1099,12.21,0,1,0.0,0.08,2,2,9,10,3,0,0.0,0.0,0.0,90,85,34.0,68.66,Zor
Eyüp Aydın,TUR,MF,20.0,Samsunspor,TUR-Super Lig,402,4.47,0,0,0.0,0.0,2,6,10,5,1,0,0.0,0.0,0.0,90,40,34.0,29.58,Zor
Ezechiel Banzuzi,NED,MF,20.0,RB Leipzig,GER-Bundesliga,597,6.63,0,1,0.0,0.15,4,5,10,6,3,0,0.0,0.0,0.0,90,90,34.0,68.26,Zor
Ezequiel Ávila,ARG,FW,31.0,Real Betis,ESP-La Liga,380,4.22,1,0,0.24,0.0,2,14,3,5,3,0,0.0,0.0,0.0,95,40,38.0,29.33,Zor
Ezequiél Fernández,ARG,MF,23.0,Leverkusen,GER-Bundesliga,984,10.93,0,1,0.0,0.09,1,4,17,14,4,1,0.0,0.0,0.0,90,85,34.0,67.7,Zor
Ezra Mayers,BRB,DF,18.0,West Ham,ENG-Premier League,117,1.3,0,0,0.0,0.0,0,3,0,1,0,0,0.0,0.0,0.0,100,40,38.0,28.41,Zor
Ezri Konsa,ENG,DF,27.0,Aston Villa,ENG-Premier League,3035,33.72,0,0,0.0,0.0,2,5,8,22,0,1,0.0,0.0,0.0,100,80,38.0,77.3,Orta
Fabian Rieder,SUI,MF,23.0,Augsburg,GER-Bundesliga,2476,27.51,6,3,0.22,0.11,13,117,22,15,4,0,0.0,0.0,0.0,90,40,34.0,37.71,Zor
Fabian Schär,SUI,DF,33.0,Newcastle,ENG-Premier League,1091,12.12,0,0,0.0,0.0,4,4,9,16,1,0,0.0,0.0,0.0,100,75,38.0,59.68,Zor
Fabiano Parisi,ITA,"MF,FW",24.0,Fiorentina,ITA-Serie A,1520,16.89,1,1,0.06,0.06,7,39,14,17,6,0,0.0,0.0,0.0,90,40,48.28,32.2,Zor
Fabien Centonze,FRA,"MF,DF",29.0,Nantes,FRA-Ligue 1,736,8.18,3,0,0.37,0.0,3,30,18,20,4,0,0.0,0.0,0.0,85,40,34.0,30.89,Zor
Fabio Baldé,POR,"FW,MF",20.0,Hamburger SV,GER-Bundesliga,448,4.98,1,1,0.2,0.2,4,16,7,1,1,0,0.0,0.0,0.0,90,40,34.0,29.76,Zor
Fabio Carvalho,POR,MF,22.0,Brentford,ENG-Premier League,102,1.13,1,0,0.88,0.0,1,5,2,0,0,0,0.0,0.0,0.0,100,40,38.0,28.36,Zor
