Player,Nation,Pos,Age,Team,League,Min,90s,Gls,Ast,per_90_Gls,per_90_Ast,SoT,Crs,TklW,Int,CrdY,CrdR,Saves,CS,GA,Lig_Puani,Takim_Puani,Lig_Max_90s,oynanabilirlik_skoru,Zorluk_Seviyesi
Fabio Chiarodia,ITA,DF,20.0,Gladbach,GER-Bundesliga,674,7.49,0,0,0.0,0.0,1,0,9,13,1,0,0.0,0.0,0.0,90,40,34.0,30.64,Zor
Fabio Miretti,ITA,MF,21.0,Juventus,ITA-Serie A,617,6.86,1,2,0.15,0.29,5,17,9,4,1,0,0.0,0.0,0.0,90,85,48.28,63.12,Zor
Fabio Moreno Fell,GER,FW,25.0,Mainz 05,GER-Bundesliga,77,0.86,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.3,Zor
Fabio Vieira,POR,"MF,FW",25.0,Hamburger SV,GER-Bundesliga,2206,24.51,7,5,0.29,0.2,19,59,9,15,4,2,0.0,0.0,0.0,90,40,34.0,36.65,Zor
Fabián Ruiz Peña,ESP,MF,29.0,PSG,FRA-Ligue 1,1131,12.57,1,4,0.08,0.32,4,21,11,17,2,0,0.0,0.0,0.0,85,100,34.0,81.09,Orta
Facundo Buonanotte,ARG,MF,20.0,Chelsea,ENG-Premier League,84,0.93,0,0,0.0,0.0,0,2,0,1,1,0,0.0,0.0,0.0,100,80,38.0,56.59,Zor
Facundo Garcés,MAS,DF,25.0,Alavés,ESP-La Liga,793,8.81,0,0,0.0,0.0,4,1,8,7,3,0,0.0,0.0,0.0,95,40,38.0,30.78,Zor
Facundo Medina,ARG,DF,26.0,Marseille,FRA-Ligue 1,1365,15.17,0,1,0.0,0.07,1,13,16,24,7,0,0.0,0.0,0.0,85,70,34.0,58.37,Zor
Fali Candé,GNB,DF,27.0,Sassuolo,ITA-Serie A,509,5.66,0,0,0.0,0.0,0,4,9,2,2,0,0.0,0.0,0.0,90,40,48.28,29.41,Zor
Fallou Cham,GAM,MF,19.0,Hellas Verona,ITA-Serie A,228,2.53,0,0,0.0,0.0,2,10,9,4,0,0,0.0,0.0,0.0,90,40,48.28,28.63,Zor
Fares Chaïbi,ALG,MF,22.0,Frankfurt,GER-Bundesliga,1792,19.91,2,9,0.1,0.45,9,91,21,13,2,0,0.0,0.0,0.0,90,75,34.0,65.68,Zor
Faris Pemi Moumbagna,CMR,FW,25.0,Cremonese,ITA-Serie A,93,1.03,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.26,Zor
Fatih Aksoy,TUR,"DF,MF",27.0,Alanyaspor,TUR-Super Lig,840,9.33,0,0,0.0,0.0,2,5,8,14,3,0,0.0,0.0,0.0,90,40,34.0,31.29,Zor
Fatih Kuruçuk,TUR,DF,27.0,Karagümrük,TUR-Super Lig,228,2.53,0,0,0.0,0.0,0,0,2,0,1,0,0.0,0.0,0.0,90,40,34.0,28.89,Zor
Faustino Anjorin,ENG,MF,23.0,Torino,ITA-Serie A,289,3.21,0,0,0.0,0.0,1,1,5,7,1,0,0.0,0.0,0.0,90,40,48.28,28.8,Zor
Federico Baschirotto,ITA,DF,28.0,Cremonese,ITA-Serie A,2540,28.22,2,0,0.07,0.0,5,8,13,24,2,0,0.0,0.0,0.0,90,40,48.28,35.01,Zor
Federico Bernardeschi,ITA,"MF,FW",31.0,Bologna,ITA-Serie A,1217,13.52,4,2,0.3,0.15,13,48,6,6,3,0,0.0,0.0,0.0,90,40,48.28,31.36,Zor
Federico Bonazzoli,ITA,FW,28.0,Cremonese,ITA-Serie A,2510,27.89,10,1,0.36,0.04,32,26,16,12,4,0,0.0,0.0,0.0,90,40,48.28,34.93,Zor
Federico Ceccherini,ITA,DF,33.0,Cremonese,ITA-Serie A,476,5.29,0,1,0.0,0.19,2,3,2,7,1,1,0.0,0.0,0.0,90,40,48.28,29.31,Zor
Federico Chiesa,ITA,MF,27.0,Liverpool,ENG-Premier League,339,3.77,2,1,0.53,0.27,5,17,5,4,3,0,0.0,0.0,0.0,100,95,38.0,69.33,Zor
Federico Dimarco,ITA,MF,27.0,Inter,ITA-Serie A,2698,29.98,7,16,0.23,0.53,22,295,31,30,3,0,0.0,0.0,0.0,90,95,48.28,84.2,Orta
Federico Gatti,ITA,DF,27.0,Juventus,ITA-Serie A,1093,12.14,2,0,0.16,0.0,6,2,10,12,3,0,0.0,0.0,0.0,90,85,48.28,65.91,Zor
Federico Gattoni,ARG,DF,26.0,Sevilla,ESP-La Liga,10,0.11,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,95,40,38.0,28.03,Zor
Federico Ravaglia,ITA,GK,25.0,Bologna,ITA-Serie A,1470,16.33,0,0,0.0,0.0,0,0,1,0,4,0,52.0,2.0,29.0,90,40,48.28,32.06,Zor
Federico Redondo,ARG,MF,22.0,Elche,ESP-La Liga,179,1.99,0,0,0.0,0.0,0,0,2,5,0,1,0.0,0.0,0.0,95,40,38.0,28.63,Zor
Federico Valverde,URU,"MF,DF",27.0,Real Madrid,ESP-La Liga,2740,30.44,5,8,0.16,0.26,22,30,25,25,3,1,0.0,0.0,0.0,95,100,38.0,94.03,Kolay
Federico Viñas,URU,"FW,MF",27.0,Oviedo,ESP-La Liga,2439,27.1,9,1,0.33,0.04,21,3,32,13,7,3,0.0,0.0,0.0,95,40,38.0,36.56,Zor
Felipe Augusto,BRA,"MF,FW",21.0,Trabzonspor,TUR-Super Lig,2185,24.28,13,0,0.54,0.0,30,18,18,11,1,0,0.0,0.0,0.0,90,90,34.0,82.28,Orta
Felipe Chávez,PER,MF,18.0,Köln,GER-Bundesliga,116,1.29,0,0,0.0,0.0,1,2,2,2,0,0,0.0,0.0,0.0,90,40,34.0,28.46,Zor
Felipe Loyola,CHI,MF,24.0,Pisa,ITA-Serie A,538,5.98,1,0,0.17,0.0,1,4,7,6,0,1,0.0,0.0,0.0,90,40,48.28,29.49,Zor
Felix Agu,NGA,"DF,MF",25.0,Werder Bremen,GER-Bundesliga,744,8.27,0,0,0.0,0.0,1,14,14,11,1,0,0.0,0.0,0.0,90,40,34.0,30.92,Zor
Felix Mambimbi,SUI,"FW,MF",24.0,Le Havre,FRA-Ligue 1,530,5.89,1,0,0.17,0.0,2,5,10,4,1,0,0.0,0.0,0.0,85,40,34.0,30.08,Zor
Felix Nmecha,GER,MF,24.0,Dortmund,GER-Bundesliga,2176,24.18,2,3,0.08,0.12,7,7,23,25,0,0,0.0,0.0,0.0,90,95,34.0,86.77,Kolay
Fer López,ESP,MF,21.0,Celta Vigo,ENG-Premier League,1405,15.61,1,2,0.06,0.13,6,22,12,6,4,0,0.0,0.0,0.0,100,40,38.0,32.93,Zor
Ferdi Kadioglu,TUR,"DF,MF",25.0,Brighton,ENG-Premier League,3133,34.81,1,0,0.03,0.0,13,109,39,25,6,0,0.0,0.0,0.0,100,75,38.0,73.11,Zor
Ferland Mendy,FRA,DF,30.0,Real Madrid,ESP-La Liga,207,2.3,0,0,0.0,0.0,0,0,1,2,0,0,0.0,0.0,0.0,95,100,38.0,71.82,Zor
Fermin López,ESP,MF,22.0,Barcelona,ESP-La Liga,1797,19.97,6,9,0.3,0.45,25,36,22,7,3,0,0.0,0.0,0.0,95,100,38.0,85.77,Kolay
Fernando Calero,ESP,DF,29.0,Espanyol,ESP-La Liga,2148,23.87,0,0,0.0,0.0,1,2,18,31,5,0,0.0,0.0,0.0,95,40,38.0,35.54,Zor
Ferran Jutglà,ESP,FW,26.0,Celta Vigo,ESP-La Liga,1652,18.36,9,3,0.49,0.16,26,19,3,8,4,0,0.0,0.0,0.0,95,40,38.0,33.8,Zor
Ferrán Torres,ESP,FW,25.0,Barcelona,ESP-La Liga,1965,21.83,16,2,0.73,0.09,37,3,6,4,2,0,0.0,0.0,0.0,95,100,38.0,87.23,Kolay
Festy Ebosele,IRL,DF,22.0,Başakşehir,TUR-Super Lig,688,7.64,0,0,0.0,0.0,0,8,25,12,4,2,0.0,0.0,0.0,90,75,34.0,57.56,Zor
Fidan Aliti,KVX,DF,31.0,Alanyaspor,TUR-Super Lig,2672,29.69,0,1,0.0,0.03,3,12,23,39,10,0,0.0,0.0,0.0,90,40,34.0,38.48,Zor
Fikayo Tomori,ENG,DF,27.0,Milan,ITA-Serie A,2554,28.38,0,2,0.0,0.07,2,17,40,28,8,1,0.0,0.0,0.0,90,80,48.28,70.11,Zor
Filip Jørgensen,DEN,GK,23.0,Chelsea,ENG-Premier League,379,4.21,0,0,0.0,0.0,0,0,0,1,0,0,8.0,0.0,5.0,100,80,38.0,58.66,Zor
Filip Kostić,SRB,MF,32.0,Juventus,ITA-Serie A,479,5.32,3,1,0.56,0.19,4,49,10,4,1,0,0.0,0.0,0.0,90,85,48.28,62.31,Zor
Filip Krastev,BUL,MF,23.0,Göztepe,TUR-Super Lig,490,5.44,0,1,0.0,0.18,2,20,10,7,1,0,0.0,0.0,0.0,90,40,34.0,29.92,Zor
Filip Mladenović,SRB,DF,33.0,Karagümrük,TUR-Super Lig,846,9.4,1,0,0.11,0.0,1,42,4,15,2,0,0.0,0.0,0.0,90,40,34.0,31.32,Zor
Filip Stojilković,SUI,"FW,MF",25.0,Pisa,ITA-Serie A,658,7.31,0,0,0.0,0.0,4,3,1,0,0,0,0.0,0.0,0.0,90,40,48.28,29.82,Zor
Filip Ugrinic,SUI,MF,26.0,Valencia,ESP-La Liga,1504,16.71,0,3,0.0,0.18,3,56,16,11,3,0,0.0,0.0,0.0,95,40,38.0,33.28,Zor
Filippo Carbone,ITA,MF,18.0,Genoa,ITA-Serie A,8,0.09,0,0,0.0,0.0,0,0,3,0,0,0,0.0,0.0,0.0,90,40,48.28,28.02,Zor
Filippo Mane,ITA,DF,20.0,Dortmund,GER-Bundesliga,131,1.46,0,0,0.0,0.0,0,1,0,2,0,1,0.0,0.0,0.0,90,95,34.0,67.72,Zor
Filippo Rinaldi,ITA,GK,22.0,Parma,ITA-Serie A,90,1.0,0,0,0.0,0.0,0,0,0,0,1,0,4.0,1.0,0.0,90,40,48.28,28.25,Zor
Filippo Romagna,ITA,DF,28.0,Sassuolo,ITA-Serie A,313,3.48,0,0,0.0,0.0,0,1,1,5,0,0,0.0,0.0,0.0,90,40,48.28,28.86,Zor
Filippo Terracciano,ITA,DF,22.0,Cremonese,ITA-Serie A,3011,33.46,2,0,0.06,0.0,4,27,23,56,6,0,0.0,0.0,0.0,90,40,48.28,36.32,Zor
Finley Stevens,WAL,DF,22.0,St Pauli,GER-Bundesliga,27,0.3,0,0,0.0,0.0,0,1,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.11,Zor
Finn Dahmen,GER,GK,27.0,Augsburg,GER-Bundesliga,3060,34.0,0,0,0.0,0.0,0,0,0,0,1,0,105.0,5.0,61.0,90,40,34.0,40.0,Zor
Finn Jeltsch,GER,DF,19.0,Stuttgart,GER-Bundesliga,1511,16.79,0,1,0.0,0.06,0,3,14,19,3,0,0.0,0.0,0.0,90,75,34.0,63.61,Zor
Fisayo Dele-Bashiru,NGA,MF,24.0,Lazio,ITA-Serie A,1187,13.19,1,0,0.08,0.0,2,10,15,4,0,0,0.0,0.0,0.0,90,75,48.28,58.65,Zor
Fisnik Asllani,KVX,"FW,MF",22.0,Hoffenheim,GER-Bundesliga,2335,25.94,10,7,0.39,0.27,28,10,7,5,2,0,0.0,0.0,0.0,90,40,34.0,37.16,Zor
Florent Hadergjonaj,KVX,MF,31.0,Alanyaspor,TUR-Super Lig,2211,24.57,6,9,0.24,0.37,11,183,14,8,4,0,0.0,0.0,0.0,90,40,34.0,36.67,Zor
Florent Hanin,ALG,"DF,MF",35.0,Angers,FRA-Ligue 1,865,9.61,0,0,0.0,0.0,0,26,8,13,0,0,0.0,0.0,0.0,85,40,34.0,31.39,Zor
Florentino Luís,POR,MF,25.0,Burnley,ENG-Premier League,2105,23.39,0,2,0.0,0.09,2,11,49,40,6,0,0.0,0.0,0.0,100,40,38.0,35.39,Zor
Florian Kainz,AUT,MF,32.0,Köln,GER-Bundesliga,279,3.1,1,1,0.32,0.32,4,21,2,3,1,0,0.0,0.0,0.0,90,40,34.0,29.09,Zor
Florian Lejeune,FRA,DF,34.0,Rayo Vallecano,ESP-La Liga,3230,35.89,2,1,0.06,0.03,18,8,47,47,7,0,0.0,0.0,0.0,95,40,38.0,39.33,Zor
Florian Neuhaus,GER,"MF,FW",28.0,Gladbach,GER-Bundesliga,930,10.33,0,1,0.0,0.1,6,9,7,9,0,0,0.0,0.0,0.0,90,40,34.0,31.65,Zor
Florian Sotoca,FRA,"MF,FW",34.0,Lens,FRA-Ligue 1,507,5.63,1,0,0.18,0.0,1,11,4,7,1,0,0.0,0.0,0.0,85,70,34.0,52.48,Zor
Florian Thauvin,FRA,MF,32.0,Lens,FRA-Ligue 1,2443,27.14,11,6,0.41,0.22,27,202,17,11,6,0,0.0,0.0,0.0,85,70,34.0,65.76,Zor
Florian Wirtz,GER,MF,22.0,Liverpool,ENG-Premier League,2378,26.42,5,3,0.19,0.11,18,32,26,12,1,0,0.0,0.0,0.0,100,95,38.0,86.32,Kolay
Fodé Ballo-Touré,SEN,"DF,MF",28.0,Metz,FRA-Ligue 1,836,9.29,0,0,0.0,0.0,1,16,16,5,2,0,0.0,0.0,0.0,85,40,34.0,31.28,Zor
Fodé Doucouré,MLI,"MF,FW",24.0,Le Havre,FRA-Ligue 1,1239,13.77,3,1,0.22,0.07,8,78,26,9,2,0,0.0,0.0,0.0,85,40,34.0,32.86,Zor
Fodé Sylla,FRA,MF,19.0,Lens,FRA-Ligue 1,99,1.1,0,0,0.0,0.0,0,0,6,3,0,0,0.0,0.0,0.0,85,70,34.0,49.68,Zor
Folarin Balogun,USA,FW,24.0,Monaco,FRA-Ligue 1,2230,24.78,13,4,0.52,0.16,32,14,6,4,4,1,0.0,0.0,0.0,85,70,34.0,64.31,Zor
Formose Mendy,SEN,DF,24.0,Lorient,FRA-Ligue 1,135,1.5,0,0,0.0,0.0,0,1,1,3,1,0,0.0,0.0,0.0,85,40,34.0,28.53,Zor
Fortuño,ESP,GK,23.0,Espanyol,ESP-La Liga,90,1.0,0,0,0.0,0.0,0,0,0,0,0,0,2.0,0.0,1.0,95,40,38.0,28.32,Zor
Fousseni Diabaté,MLI,MF,29.0,Kasımpaşa,TUR-Super Lig,1970,21.89,1,4,0.05,0.18,7,57,18,8,1,0,0.0,0.0,0.0,90,40,34.0,35.73,Zor
Fran Beltrán,ESP,MF,26.0,Girona,ESP-La Liga,1540,17.11,1,0,0.06,0.0,4,10,19,19,3,0,0.0,0.0,0.0,95,75,38.0,62.63,Zor
Fran Garcia,ESP,"DF,MF",25.0,Real Madrid,ESP-La Liga,929,10.32,1,1,0.1,0.1,2,28,12,6,2,1,0.0,0.0,0.0,95,100,38.0,78.15,Orta
Francesco Acerbi,ITA,DF,37.0,Inter,ITA-Serie A,1378,15.31,0,1,0.0,0.07,1,3,9,18,3,0,0.0,0.0,0.0,90,95,48.28,75.54,Orta
Francesco Camarda,ITA,FW,17.0,Lecce,ITA-Serie A,687,7.63,1,0,0.13,0.0,3,1,1,0,1,0,0.0,0.0,0.0,90,40,48.28,29.9,Zor
Francesco Coppola,ITA,DF,20.0,Pisa,ITA-Serie A,458,5.09,0,0,0.0,0.0,0,2,5,5,3,0,0.0,0.0,0.0,90,40,48.28,29.27,Zor
Francesco Esposito,ITA,FW,20.0,Inter,ITA-Serie A,1571,17.46,7,3,0.4,0.17,23,4,5,5,1,0,0.0,0.0,0.0,90,95,48.28,76.81,Orta
Francesco Folino,ITA,DF,23.0,Cremonese,ITA-Serie A,722,8.02,1,0,0.12,0.0,1,1,4,2,1,0,0.0,0.0,0.0,90,40,48.28,29.99,Zor
Francis Abu,GHA,MF,24.0,Toulouse,FRA-Ligue 1,526,5.84,0,0,0.0,0.0,0,0,12,8,2,0,0.0,0.0,0.0,85,40,34.0,30.06,Zor
Francis Coquelin,FRA,MF,34.0,Nantes,FRA-Ligue 1,655,7.28,0,1,0.0,0.14,1,1,13,5,2,0,0.0,0.0,0.0,85,40,34.0,30.57,Zor
Francisco Conceição,POR,"MF,FW",22.0,Juventus,ITA-Serie A,2078,23.09,3,5,0.13,0.22,23,92,26,7,3,0,0.0,0.0,0.0,90,85,48.28,71.7,Zor
Francisco Perez,ESP,"MF,FW",22.0,Rayo Vallecano,ESP-La Liga,1237,13.74,2,1,0.15,0.07,8,48,10,2,4,0,0.0,0.0,0.0,95,40,38.0,32.34,Zor
Francisco Sierralta,CHI,DF,28.0,Auxerre,FRA-Ligue 1,861,9.57,1,0,0.1,0.0,2,0,6,9,2,0,0.0,0.0,0.0,85,40,34.0,31.38,Zor
Franck Honorat,FRA,"MF,FW",28.0,Gladbach,GER-Bundesliga,1977,21.97,2,6,0.09,0.27,5,134,13,5,0,0,0.0,0.0,0.0,90,40,34.0,35.75,Zor
Franco Carboni,ITA,MF,22.0,Parma,ITA-Serie A,114,1.27,0,0,0.0,0.0,0,3,1,2,0,0,0.0,0.0,0.0,90,40,48.28,28.32,Zor
Franco Israel,URU,GK,25.0,Torino,ITA-Serie A,810,9.0,0,0,0.0,0.0,0,0,0,0,1,0,24.0,3.0,18.0,90,40,48.28,30.24,Zor
Franco Mastantuono,ARG,"MF,FW",17.0,Real Madrid,ESP-La Liga,1037,11.52,1,0,0.09,0.0,7,31,12,3,5,1,0.0,0.0,0.0,95,100,38.0,79.09,Orta
Franco Tongya,ITA,MF,23.0,Gençlerbirliği,TUR-Super Lig,2267,25.19,5,3,0.2,0.12,19,12,27,12,6,1,0.0,0.0,0.0,90,40,34.0,36.89,Zor
Franco Vázquez,ARG,"FW,MF",36.0,Cremonese,ITA-Serie A,524,5.82,1,1,0.17,0.17,4,19,12,4,1,0,0.0,0.0,0.0,90,40,48.28,29.45,Zor
Frank Anguissa,CMR,MF,29.0,Napoli,ITA-Serie A,1258,13.98,4,1,0.29,0.07,9,15,14,13,1,0,0.0,0.0,0.0,90,90,48.28,70.82,Zor
Frank Feller,GER,GK,21.0,Heidenheim,GER-Bundesliga,270,3.0,0,0,0.0,0.0,0,0,1,0,0,0,15.0,0.0,5.0,90,40,34.0,29.06,Zor
Frank Magri,CMR,"FW,MF",25.0,Toulouse,FRA-Ligue 1,1253,13.92,5,1,0.36,0.07,12,15,3,3,3,0,0.0,0.0,0.0,85,40,34.0,32.91,Zor
Frank Onyeka,NGA,MF,27.0,Brentford,ENG-Premier League,92,1.02,0,1,0.0,0.98,0,0,0,0,0,0,0.0,0.0,0.0,100,40,38.0,28.32,Zor
Frantzdy Pierrot,HAI,FW,30.0,Rizespor,TUR-Super Lig,123,1.37,0,0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.48,Zor
Fred,BRA,MF,32.0,Fenerbahçe,TUR-Super Lig,1478,16.42,3,4,0.18,0.24,16,33,23,22,3,0,0.0,0.0,0.0,90,100,34.0,84.49,Orta
Freddie Potts,ENG,MF,21.0,West Ham,ENG-Premier League,1171,13.01,0,1,0.0,0.08,1,34,18,16,1,0,0.0,0.0,0.0,100,40,38.0,32.11,Zor
Freddie Woodman,ENG,GK,28.0,Liverpool,ENG-Premier League,213,2.37,0,0,0.0,0.0,0,0,0,0,0,0,9.0,0.0,4.0,100,95,38.0,68.28,Zor
Frederic Guilbert,FRA,"DF,MF",30.0,Nantes,FRA-Ligue 1,607,6.74,0,0,0.0,0.0,2,17,12,19,1,0,0.0,0.0,0.0,85,40,34.0,30.38,Zor
Frederik Rønnow,DEN,GK,32.0,Union Berlin,GER-Bundesliga,2640,29.33,0,0,0.0,0.0,0,0,1,1,2,0,75.0,5.0,54.0,90,40,34.0,38.35,Zor
Fredrik Oppegard,NOR,"MF,DF",22.0,Auxerre,FRA-Ligue 1,1246,13.84,0,0,0.0,0.0,2,48,20,14,1,1,0.0,0.0,0.0,85,40,34.0,32.88,Zor
Frenkie de Jong,NED,MF,28.0,Barcelona,ESP-La Liga,1636,18.18,1,5,0.06,0.28,2,5,19,17,4,1,0.0,0.0,0.0,95,100,38.0,84.35,Orta
Furkan Ayaz,TUR,FW,15.0,Gençlerbirliği,TUR-Super Lig,20,0.22,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.08,Zor
Furkan Bayır,TUR,DF,25.0,Göztepe,TUR-Super Lig,338,3.76,0,0,0.0,0.0,1,0,2,3,2,0,0.0,0.0,0.0,90,40,34.0,29.33,Zor
Furkan Bekleviç,TUR,GK,26.0,Karagümrük,TUR-Super Lig,180,2.0,0,0,0.0,0.0,0,0,0,0,0,0,3.0,1.0,1.0,90,40,34.0,28.71,Zor
Furkan Gedik,TUR,MF,23.0,Kocaelispor,TUR-Super Lig,39,0.43,0,0,0.0,0.0,0,2,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.15,Zor
Furkan Orak,TUR,DF,24.0,Rizespor,TUR-Super Lig,12,0.13,0,0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,90,40,34.0,28.05,Zor
Furkan Soyalp,TUR,MF,30.0,Kayserispor,TUR-Super Lig,1800,20.0,1,0,0.05,0.0,11,23,42,27,7,0,0.0,0.0,0.0,90,40,34.0,35.06,Zor
Fynn Schenten,GER,FW,17.0,Köln,GER-Bundesliga,100,1.11,0,0,0.0,0.0,0,3,0,0,0,0,0.0,0.0,0.0,90,40,34.0,28.39,Zor
Fyodor Chalov,RUS,"FW,MF",27.0,Kayserispor,TUR-Super Lig,854,9.49,2,1,0.21,0.11,7,6,2,3,1,0,0.0,0.0,0.0,90,40,34.0,31.35,Zor
Fábio Cardoso,POR,DF,31.0,Sevilla,ESP-La Liga,295,3.28,0,0,0.0,0.0,0,0,3,4,0,0,0.0,0.0,0.0,95,40,38.0,29.04,Zor
Fábio Silva,POR,"FW,MF",23.0,Dortmund,GER-Bundesliga,817,9.08,2,6,0.22,0.66,8,12,2,2,3,0,0.0,0.0,0.0,90,95,34.0,74.11,Zor
Félix Correia,POR,MF,24.0,Lille,FRA-Ligue 1,2053,22.81,4,5,0.18,0.22,8,84,13,21,2,0,0.0,0.0,0.0,85,70,34.0,63.09,Zor
Félix Lemaréchal,FRA,"MF,FW",21.0,Strasbourg,FRA-Ligue 1,555,6.17,0,2,0.0,0.32,2,15,6,3,1,0,0.0,0.0,0.0,85,40,34.0,30.18,Zor
Fıratcan Üzüm,TUR,"DF,MF",26.0,Gençlerbirliği,TUR-Super Lig,353,3.92,0,0,0.0,0.0,0,6,4,2,0,0,0.0,0.0,0.0,90,40,34.0,29.38,Zor
Gabin Bernardeau,FRA,MF,19.0,Nice,FRA-Ligue 1,95,1.06,0,0,0.0,0.0,1,5,4,0,0,0,0.0,0.0,0.0,85,40,34.0,28.37,Zor
Gabriel Gudmundsson,SWE,"DF,MF",26.0,Leeds United,ENG-Premier League,2631,29.23,0,0,0.0,0.0,3,88,47,28,6,1,0.0,0.0,0.0,100,40,38.0,37.23,Zor
Gabriel Jesus,BRA,FW,28.0,Arsenal,ENG-Premier League,429,4.77,3,0,0.63,0.0,12,0,0,2,3,0,0.0,0.0,0.0,100,95,38.0,70.08,Zor
Gabriel Magalhães,BRA,DF,27.0,Arsenal,ENG-Premier League,2751,30.57,3,4,0.1,0.13,7,6,20,22,4,0,0.0,0.0,0.0,100,95,38.0,89.43,Kolay
Gabriel Martinelli,BRA,"FW,MF",24.0,Arsenal,ENG-Premier League,1081,12.01,1,4,0.08,0.33,13,37,8,1,3,0,0.0,0.0,0.0,100,95,38.0,75.51,Orta
Gabriel Osho,NGA,DF,26.0,Auxerre,FRA-Ligue 1,134,1.49,0,0,0.0,0.0,0,2,3,0,0,0,0.0,0.0,0.0,85,40,34.0,28.53,Zor
Gabriel Paulista,BRA,DF,34.0,Beşiktaş,TUR-Super Lig,863,9.59,0,1,0.0,0.1,2,0,6,6,1,0,0.0,0.0,0.0,90,100,34.0,78.46,Orta
Gabriel Sara,BRA,MF,26.0,Galatasaray,TUR-Super Lig,1834,20.38,5,4,0.25,0.2,13,128,17,11,1,0,0.0,0.0,0.0,90,100,34.0,87.98,Kolay
Gabriel Strefezza,BRA,FW,28.0,Parma,ITA-Serie A,1007,11.19,2,2,0.18,0.18,7,41,12,5,3,0,0.0,0.0,0.0,90,40,48.28,30.78,Zor
Gabriel Suazo,CHI,"DF,MF",27.0,Sevilla,ESP-La Liga,2096,23.29,0,2,0.0,0.09,2,95,62,29,7,0,0.0,0.0,0.0,95,40,38.0,35.35,Zor
Gabriele Piccinini,ITA,MF,24.0,Pisa,ITA-Serie A,875,9.72,0,0,0.0,0.0,7,19,16,2,3,0,0.0,0.0,0.0,90,40,48.28,30.42,Zor
Gabriele Zappa,ITA,"DF,MF",25.0,Cagliari,ITA-Serie A,1597,17.74,0,3,0.0,0.17,2,37,17,18,2,0,0.0,0.0,0.0,90,40,48.28,32.41,Zor
Gaby Jean,FRA,DF,25.0,Lecce,ITA-Serie A,197,2.19,0,0,0.0,0.0,0,0,3,1,1,0,0.0,0.0,0.0,90,40,48.28,28.54,Zor
Gael Lafont,FRA,FW,19.0,Genoa,ITA-Serie A,8,0.09,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,90,40,48.28,28.02,Zor
Gaetano Oristanio,ITA,"FW,MF",22.0,Parma,ITA-Serie A,859,9.54,1,0,0.1,0.0,4,16,6,2,1,0,0.0,0.0,0.0,90,40,48.28,30.37,Zor
Gaius Makouta,CGO,MF,28.0,Alanyaspor,TUR-Super Lig,2657,29.52,1,0,0.03,0.0,4,25,24,31,7,0,0.0,0.0,0.0,90,40,34.0,38.42,Zor
Gauthier Hein,FRA,"MF,FW",28.0,Metz,FRA-Ligue 1,2351,26.12,8,7,0.31,0.27,13,147,10,9,3,1,0.0,0.0,0.0,85,40,34.0,37.22,Zor
Gautier Lloris,FRA,DF,30.0,Le Havre,FRA-Ligue 1,2398,26.64,1,1,0.04,0.04,4,2,24,43,2,1,0.0,0.0,0.0,85,40,34.0,37.4,Zor
Gavi,ESP,MF,20.0,Barcelona,ESP-La Liga,573,6.37,0,1,0.0,0.16,0,2,8,3,3,0,0.0,0.0,0.0,95,100,38.0,75.03,Orta
Gaëtan Perrin,FRA,"MF,FW",29.0,Lille,FRA-Ligue 1,338,3.76,1,0,0.27,0.0,4,35,8,2,2,0,0.0,0.0,0.0,85,70,34.0,51.32,Zor
Gennaro Borrelli,ITA,FW,25.0,Cagliari,ITA-Serie A,1275,14.17,5,1,0.35,0.07,12,2,6,3,4,0,0.0,0.0,0.0,90,40,48.28,31.52,Zor
Geoffrey Kondogbia,CTA,"MF,DF",32.0,Marseille,FRA-Ligue 1,587,6.52,0,0,0.0,0.0,1,1,9,11,3,0,0.0,0.0,0.0,85,70,34.0,53.03,Zor
George Earthy,ENG,MF,20.0,West Ham,ENG-Premier League,9,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,40,38.0,28.03,Zor
George Hemmings,ENG,MF,18.0,Aston Villa,ENG-Premier League,27,0.3,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,100,80,38.0,56.19,Zor
George Ilenikhena,NGA,FW,18.0,Monaco,FRA-Ligue 1,385,4.28,2,0,0.47,0.0,7,0,0,0,0,0,0.0,0.0,0.0,85,70,34.0,51.64,Zor
Georges Gomis,SEN,DF,17.0,Le Havre,FRA-Ligue 1,1,0.01,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,85,40,34.0,28.0,Zor
Georges Mikautadze,GEO,FW,24.0,Villarreal,ESP-La Liga,2288,25.42,14,6,0.55,0.24,36,21,4,6,1,0,0.0,0.0,0.0,95,75,38.0,67.55,Zor
